Player,Weekly Wages
Samuel Moutoussamy,3474.0
Noah Fadiga,3474.0
Melvin Bard,3309.0
Alexis Flips,3309.0
Yoann Cathline,2978.0
Yohann Magnin,2978.0
Jonathan Gradit,2813.0
Stijn Spierings,2647.0
Thierno Balde,2482.0
Riad Nouri,2482.0
Adrien Truffert,2482.0
Falaye Sacko,2316.0
Oumar Gonzalez,2316.0
Elba Rashani,2316.0
Jim Allevinah,2151.0
Thijs Dallinga,1985.0
Himad Abdelli,1985.0
Facundo Medina,1985.0
Elye Wahi,1654.0
Mohamed Youssouf,1654.0
Dion Lopy,1654.0
Lucas Perrin,1654.0
Castello Lukeba,1654.0
Enzo Tchato,1489.0
Anthony Rouault,1489.0
Lilian Brassier,1489.0
Moussa Diarra,1158.0
Cyrille Bayala,1158.0
Ismael Diallo,1158.0
Quentin Merlin,1158.0
Joris Chotard,993.0
Lassine Sinayoko,993.0
Hugo Magnetti,827.0
Wilson Odobert,662.0
Kamory Doumbia,662.0
Lesley Ugochukwu,662.0
Eliot Matazo,662.0
Warmed Omari,496.0
David Pereira da Costa,496.0
Yasser Larouci,331.0
Mounaim El Idrissy,331.0
